t_seconds,increment_ρq_tot,increment_ρq_tag_tropo,increment_ρq_tag_strat,increment_ρq_tag_evap,increment_ρq_tag_evap_tropo,increment_ρq_tag_evap_strat,ledger_n10_q_tag_led_rescale,ledger_n10_q_tag_led_empty,ledger_n10_q_tag_led_repair,ledger_n10_q_tag_led_repairnet,ledger_n10_q_tag_inc_left,ledger_n10_q_tag_inc_moved,ledger_n10_q_tag_led_fix_tropo,ledger_n10_q_tag_led_fix_strat,ledger_n10_q_tag_led_fix_evap,ledger_n10_q_tag_led_fix_evap_tropo,ledger_n10_q_tag_led_fix_evap_strat,ledger_n10_q_tag_led_inc_tropo,ledger_n10_q_tag_led_inc_strat,ledger_n10_q_tag_led_inc_evap,ledger_n10_q_tag_led_inc_evap_tropo,ledger_n10_q_tag_led_inc_evap_strat,error_n1_ρq_tot,error_n1_ρq_tag_tropo,error_n1_ρq_tag_strat,error_n1_ρq_tag_evap,error_n1_ρq_tag_evap_tropo,error_n1_ρq_tag_evap_strat,ledger_n1_q_tag_led_rescale,ledger_n1_q_tag_led_empty,ledger_n1_q_tag_led_repair,ledger_n1_q_tag_led_repairnet,ledger_n1_q_tag_inc_left,ledger_n1_q_tag_inc_moved,ledger_n1_q_tag_led_fix_tropo,ledger_n1_q_tag_led_fix_strat,ledger_n1_q_tag_led_fix_evap,ledger_n1_q_tag_led_fix_evap_tropo,ledger_n1_q_tag_led_fix_evap_strat,ledger_n1_q_tag_led_inc_tropo,ledger_n1_q_tag_led_inc_strat,ledger_n1_q_tag_led_inc_evap,ledger_n1_q_tag_led_inc_evap_tropo,ledger_n1_q_tag_led_inc_evap_strat,error_n2_ρq_tot,error_n2_ρq_tag_tropo,error_n2_ρq_tag_strat,error_n2_ρq_tag_evap,error_n2_ρq_tag_evap_tropo,error_n2_ρq_tag_evap_strat,ledger_n2_q_tag_led_rescale,ledger_n2_q_tag_led_empty,ledger_n2_q_tag_led_repair,ledger_n2_q_tag_led_repairnet,ledger_n2_q_tag_inc_left,ledger_n2_q_tag_inc_moved,ledger_n2_q_tag_led_fix_tropo,ledger_n2_q_tag_led_fix_strat,ledger_n2_q_tag_led_fix_evap,ledger_n2_q_tag_led_fix_evap_tropo,ledger_n2_q_tag_led_fix_evap_strat,ledger_n2_q_tag_led_inc_tropo,ledger_n2_q_tag_led_inc_strat,ledger_n2_q_tag_led_inc_evap,ledger_n2_q_tag_led_inc_evap_tropo,ledger_n2_q_tag_led_inc_evap_strat,error_n3_ρq_tot,error_n3_ρq_tag_tropo,error_n3_ρq_tag_strat,error_n3_ρq_tag_evap,error_n3_ρq_tag_evap_tropo,error_n3_ρq_tag_evap_strat,ledger_n3_q_tag_led_rescale,ledger_n3_q_tag_led_empty,ledger_n3_q_tag_led_repair,ledger_n3_q_tag_led_repairnet,ledger_n3_q_tag_inc_left,ledger_n3_q_tag_inc_moved,ledger_n3_q_tag_led_fix_tropo,ledger_n3_q_tag_led_fix_strat,ledger_n3_q_tag_led_fix_evap,ledger_n3_q_tag_led_fix_evap_tropo,ledger_n3_q_tag_led_fix_evap_strat,ledger_n3_q_tag_led_inc_tropo,ledger_n3_q_tag_led_inc_strat,ledger_n3_q_tag_led_inc_evap,ledger_n3_q_tag_led_inc_evap_tropo,ledger_n3_q_tag_led_inc_evap_strat,error_n4_ρq_tot,error_n4_ρq_tag_tropo,error_n4_ρq_tag_strat,error_n4_ρq_tag_evap,error_n4_ρq_tag_evap_tropo,error_n4_ρq_tag_evap_strat,ledger_n4_q_tag_led_rescale,ledger_n4_q_tag_led_empty,ledger_n4_q_tag_led_repair,ledger_n4_q_tag_led_repairnet,ledger_n4_q_tag_inc_left,ledger_n4_q_tag_inc_moved,ledger_n4_q_tag_led_fix_tropo,ledger_n4_q_tag_led_fix_strat,ledger_n4_q_tag_led_fix_evap,ledger_n4_q_tag_led_fix_evap_tropo,ledger_n4_q_tag_led_fix_evap_strat,ledger_n4_q_tag_led_inc_tropo,ledger_n4_q_tag_led_inc_strat,ledger_n4_q_tag_led_inc_evap,ledger_n4_q_tag_led_inc_evap_tropo,ledger_n4_q_tag_led_inc_evap_strat
4080.0,0.0004945009040626621,0.0018656556329012842,0.0016168782865731432,0.00022647628157153283,0.00022647619261477437,8.895675809367104e-11,0.0,0.0,2.143866749695217e-5,0.0,1.0974104407318457e-17,1.6264059748954884e-5,2.143866749695217e-5,2.1438667496953036e-5,0.0,0.0,0.0,1.3865499586177327e-5,3.48839264506461e-6,2.7725016949714667e-7,2.772500605971062e-7,1.0890004060578435e-13,2.0193887912368577e-6,1.656015594657413e-5,1.5782832310024977e-5,4.1078074434681524e-5,4.107805829978049e-5,1.613490077231617e-11,0.0,0.0,2.398686730418348e-5,0.0,1.4181663855032716e-9,2.050803723755263e-5,2.398686730418348e-5,2.398686730418348e-5,0.0,0.0,0.0,1.796707547012419e-5,3.665038714636081e-6,4.0583896995762126e-7,4.0583881054967426e-7,1.5940794693815136e-13,4.988883752533868e-7,5.042765743389719e-7,2.64982684074734e-7,3.1892557021345018e-6,3.1892544494393445e-6,1.2526956289861371e-12,0.0,0.0,2.1393166965101226e-5,0.0,1.277554614805402e-11,1.6158695425855855e-5,2.1393166965101226e-5,2.1393166965101226e-5,0.0,0.0,0.0,1.3770692959298689e-5,3.464354647464742e-6,2.7413442512591366e-7,2.7413431744969447e-7,1.0767621921314136e-13,6.810661259265549e-8,7.28284661455347e-8,3.4301820070424934e-8,2.2572715961001446e-7,2.2572707094727208e-7,8.866251332469464e-14,0.0,0.0,2.1436016173119812e-5,0.0,5.892637607033469e-13,1.6227861741889336e-5,2.1436016173119812e-5,2.1436016173118945e-5,0.0,0.0,0.0,1.3825964791800655e-5,3.4852989273472496e-6,2.759708607378524e-7,2.759707523403067e-7,1.0839754577922718e-13,1.9540641688509802e-8,4.101817385999543e-8,2.463724449073335e-8,1.6375621130011427e-8,1.637561469691783e-8,6.4321180009150254e-15,0.0,0.0,2.1436393730360492e-5,0.0,6.08662727638578e-14,1.625421097039231e-5,2.1436393730360492e-5,2.1436393730359625e-5,0.0,0.0,0.0,1.38553522665476e-5,3.4880567966948754e-6,2.768835846565557e-7,2.768834759005046e-7,1.0875605113916589e-13
4200.0,0.000491935198587542,0.0017983045422674641,0.001564913315417398,0.00023174905496687503,0.00023174896393904316,9.102783072060307e-11,0.0,0.0,1.021539804977288e-5,0.0,3.612245231573446e-17,1.5546916018052646e-5,1.021539804977288e-5,1.021539804977288e-5,0.0,0.0,0.0,1.3387323934691541e-5,3.210457376710114e-6,2.6517142309959446e-7,2.6517131894391843e-7,1.041556757040561e-13,2.487563266528707e-6,1.512970369998091e-5,1.4543846353880344e-5,3.8183718710187735e-5,3.818370371214965e-5,1.4998037785012203e-11,0.0,0.0,1.2128536949511035e-5,0.0,1.2777758902013645e-9,1.9138878245846435e-5,1.2128536949511035e-5,1.2128536949511035e-5,0.0,0.0,0.0,1.6739653383769547e-5,3.4130309942185537e-6,3.8041905661494013e-7,3.8041890719158357e-7,1.4942335576464824e-13,5.227685950528159e-7,4.899013171002635e-7,2.7046826098612576e-7,2.6333981906139588e-6,2.633397156251486e-6,1.0343624691343886e-12,0.0,0.0,1.0182222428573029e-5,0.0,1.110536127751541e-11,1.5530322558427934e-5,1.0182222428573029e-5,1.0182222428572162e-5,0.0,0.0,0.0,1.3340178617799904e-5,3.1911934779247016e-6,2.6223138845940986e-7,2.6223128545854e-7,1.0300087066902535e-13,6.305024000379661e-8,6.406598194860519e-8,1.509100612243338e-8,1.653837262573461e-7,1.6538366129731763e-7,6.496044542637768e-14,0.0,0.0,1.0213494823321442e-5,0.0,8.278630136743766e-13,1.5518823397521118e-5,1.0213494823321442e-5,1.0213494823321442e-5,0.0,0.0,0.0,1.3354523837532726e-5,3.207407282930405e-6,2.6394235295185055e-7,2.6394224927893666e-7,1.0367291391083747e-13,1.6696215586302354e-8,1.831900225014181e-8,5.136597684778541e-9,9.925295140796598e-9,9.925291241217045e-9,3.898518964768973e-15,0.0,0.0,1.0213648509628179e-5,0.0,6.67747888024154e-14,1.5539114073911648e-5,1.0213648509628179e-5,1.0213648509628179e-5,0.0,0.0,0.0,1.3379980095872846e-5,3.2100334205449152e-6,2.648720171875025e-7,2.648719131494297e-7,1.0403807319350237e-13
4320.0,0.0004497845091313256,0.0016316380654849856,0.0014418532814327069,0.00021210103780713678,0.00021210095449677627,8.331036071725072e-11,0.0,0.0,4.208262598334039e-6,0.0,5.3593998349461496e-17,1.4692041844327051e-5,4.208262598334039e-6,4.208262598333172e-6,0.0,0.0,0.0,1.2784756304407083e-5,2.8187784411506516e-6,2.546310753130853e-7,2.546309752975122e-7,1.0001557254728693e-13,3.2673952030451425e-6,1.1920397830276667e-5,1.1739677928007075e-5,3.654450517630723e-5,3.654449082212989e-5,1.4354177329580013e-11,0.0,0.0,5.679065708148745e-6,0.0,1.2226877428507515e-9,1.890936409992621e-5,5.679065708148745e-6,5.679065708149612e-6,0.0,0.0,0.0,1.6522448865728646e-5,3.1511793662215316e-6,3.856493149334095e-7,3.856491634556803e-7,1.5147772905608046e-13,9.366704761268677e-7,8.742913828750295e-7,2.424680599798588e-7,2.3809877132360634e-6,2.38098677801621e-6,9.35219116812414e-13,0.0,0.0,4.182995995510169e-6,0.0,6.246006131559395e-12,1.4676228944989922e-5,4.182995995510169e-6,4.182995995510169e-6,0.0,0.0,0.0,1.277285574785591e-5,2.8087144791862935e-6,2.5392558642081817e-7,2.539254866823519e-7,9.973846624594878e-14,1.688586938205193e-7,1.690784700283928e-7,1.712814215710601e-8,1.3825493762203042e-7,1.382548833177005e-7,5.430463161930056e-14,0.0,0.0,4.206871788663483e-6,0.0,9.718278933312187e-13,1.4664103087135791e-5,4.206871788663483e-6,4.206871788663483e-6,0.0,0.0,0.0,1.2758057801308201e-5,2.8168175113565276e-6,2.537503496586734e-7,2.5375024998903777e-7,9.96696356639953e-14,4.445685472228081e-8,4.609811660286359e-8,4.9483615421630635e-9,8.946991707542881e-9,8.946988193854629e-9,3.514254876791571e-15,0.0,0.0,4.2069163297200896e-6,0.0,6.558486366425151e-14,1.4685562932929594e-5,4.2069163297200896e-6,4.2069163297200896e-6,0.0,0.0,0.0,1.2778686149074241e-5,2.818432927440028e-6,2.544105863806868e-7,2.544104864517193e-7,9.99289675373251e-14
4440.0,0.0004296651710731397,0.0015076850955570264,0.00134660305738017,0.00020465244818769845,0.00020465236780304078,8.038465750313203e-11,0.0,0.0,8.307312825035773e-7,0.0,7.230152792104213e-18,1.3675467021985614e-5,8.307312825035773e-7,8.307312825035773e-7,0.0,0.0,0.0,1.1974446493879412e-5,2.7214651346213483e-6,2.516111245581181e-7,2.5161102572874075e-7,9.882937756518885e-14,2.859988318202906e-6,1.0210943462550798e-5,9.200655794987535e-6,3.5767741054994514e-5,3.576772700591921e-5,1.4049075101849998e-11,0.0,0.0,1.9615235069218168e-6,0.0,1.305768513242283e-9,1.8844035676764465e-5,1.9615235069218168e-6,1.9615235069218168e-6,0.0,0.0,0.0,1.6788843268126157e-5,3.071710516112199e-6,4.1249691311768686e-7,4.1249675109459197e-7,1.6202309513372223e-13,8.821593440212772e-7,8.083323280900429e-7,2.275986670858312e-7,2.2678029692395746e-6,2.2678020784787013e-6,8.907617112882341e-13,0.0,0.0,8.115792105613251e-7,0.0,3.0730713561354526e-12,1.3662671644901656e-5,8.115792105613251e-7,8.115792105604577e-7,0.0,0.0,0.0,1.1961691276470219e-5,2.7127875560358044e-6,2.499865889038152e-7,2.4998649071253254e-7,9.819128237830403e-14,1.2544309076342394e-7,1.1474286967844223e-7,1.5746958076386273e-8,1.2264227848997896e-7,1.2264223031669898e-7,4.817219456240482e-14,0.0,0.0,8.300447660019444e-7,0.0,1.0457089434229135e-12,1.3652325837108154e-5,8.300447660019444e-7,8.300447660019444e-7,0.0,0.0,0.0,1.1952013950088087e-5,2.7200756912122754e-6,2.508495398343134e-7,2.508494413040755e-7,9.853023759532864e-14,2.8183475604508235e-8,2.819887617835063e-8,3.676988265966251e-9,7.043547982152476e-9,7.043545215163658e-9,2.766608448118838e-15,0.0,0.0,8.300375326213832e-7,0.0,6.38631049507508e-14,1.3669630113938177e-5,8.300375326213832e-7,8.300375326213832e-7,0.0,0.0,0.0,1.1968893095600918e-5,2.721481622135743e-6,2.5139429943107434e-7,2.513942006868626e-7,9.874421164741066e-14
4560.0,0.0004161866337482321,0.0013950016553359622,0.001271399935491137,0.00019519701034821697,0.00019519693367752597,7.667069200211018e-11,0.0,0.0,0.0,0.0,1.6643921244766568e-17,1.2516192830003658e-5,0.0,0.0,0.0,0.0,0.0,1.100871091320542e-5,2.794488758593294e-6,2.580261061799161e-7,2.580260048308225e-7,1.0134909382132759e-13,2.6192103372152387e-6,2.629544681648891e-5,2.5157409291384906e-5,3.531767960150932e-5,3.5317665729212595e-5,1.387229717363972e-11,0.0,0.0,0.0,0.0,1.4714419105447738e-9,1.880986819445881e-5,0.0,0.0,0.0,0.0,0.0,1.6961448312897597e-5,3.1015150683429385e-6,4.564906294309618e-7,4.564904501277426e-7,1.7930321980092948e-13,8.245250631509077e-7,1.8530978222765724e-5,1.800071767816412e-5,2.152858499958653e-6,2.152857654345526e-6,8.456131099551387e-13,0.0,0.0,0.0,0.0,2.2046935354650598e-12,1.2476861839506203e-5,0.0,0.0,0.0,0.0,0.0,1.0975743380234738e-5,2.784939932008652e-6,2.5631690511208745e-7,2.5631680443434347e-7,1.0067774322836814e-13,1.0543937363754335e-7,1.4084033940116049e-5,1.4011994511246384e-5,1.1308213852761705e-7,1.1308209411000134e-7,4.4417103512530155e-14,0.0,0.0,0.0,0.0,1.0849313695004565e-12,1.249333701818567e-5,0.0,0.0,0.0,0.0,0.0,1.0988352253877865e-5,2.7914233582428794e-6,2.5769535997249704e-7,2.5769525875331546e-7,1.0121918127525605e-13,1.837682185113279e-8,9.480426947851861e-6,9.473319482500167e-6,5.555620703930054e-9,5.555618522303546e-9,2.182171146497716e-15,0.0,0.0,0.0,0.0,6.370009541278217e-14,1.2506938365353905e-5,0.0,0.0,0.0,0.0,0.0,1.100126674033303e-5,2.7929080933157726e-6,2.5802975133810684e-7,2.580296499875811e-7,1.0135052558916306e-13
4680.0,0.0004178555568135809,0.0013538621760461145,0.0012276353734341672,0.00021234628349539315,0.0002123462000887034,8.3406689839278e-11,0.0,0.0,0.0,0.0,1.2580615592003635e-17,1.2013245767634634e-5,0.0,0.0,0.0,0.0,0.0,1.0418263894301115e-5,3.129960549150886e-6,2.540656474849698e-7,2.540655476914895e-7,9.979348029914496e-14,2.8390743614064955e-6,1.1246878809829592e-5,1.006252666562e-5,3.6084882400670906e-5,3.608486822702787e-5,1.417364384597267e-11,0.0,0.0,0.0,0.0,1.6424658596010183e-9,1.8439143229771848e-5,0.0,0.0,0.0,0.0,0.0,1.651088251546469e-5,3.3769752072060492e-6,4.81502782553131e-7,4.815025934254826e-7,1.8912764838678937e-13,6.747962917859687e-7,7.537986040640831e-7,3.2659885679936157e-7,2.1652293878041015e-6,2.165228537331297e-6,8.504722239853849e-13,0.0,0.0,0.0,0.0,6.23722008391431e-12,1.1893946723497777e-5,0.0,0.0,0.0,0.0,0.0,1.0298930249898329e-5,3.1303001703531563e-6,2.516402315407112e-7,2.5164013269990115e-7,9.884081038628377e-14,8.604788521862985e-8,8.103240255794101e-8,1.963464108040161e-8,1.1275226307294283e-7,1.1275221878462828e-7,4.4287532986355965e-14,0.0,0.0,0.0,0.0,9.190173103141612e-13,1.2001373300632777e-5,0.0,0.0,0.0,0.0,0.0,1.0406792999695479e-5,3.1299118377689767e-6,2.5385678818805436e-7,2.5385668847661144e-7,9.971144324951502e-14,1.7938202294658784e-8,1.7398576709970797e-8,2.100615288232348e-9,5.754459659227082e-9,5.7544573991254765e-9,2.2602723441873324e-15,0.0,0.0,0.0,0.0,6.41044583840099e-14,1.201554060260566e-5,0.0,0.0,0.0,0.0,0.0,1.0420772113815587e-5,3.129949223702266e-6,2.5405974663622023e-7,2.5405964684505775e-7,9.979116252718639e-14
4800.0,0.00042193559040111387,0.0012880698719265299,0.0011317285571489546,0.00024556859377110915,0.00024556849731515427,9.64559548572409e-11,0.0,0.0,0.0,0.0,2.1042732309252817e-17,1.2607491223856533e-5,0.0,0.0,0.0,0.0,0.0,1.1229677540159555e-5,3.372453195524867e-6,2.848389947737149e-7,2.848388828928882e-7,1.1188082645081155e-13,2.5348366519740463e-6,1.073094553168382e-5,9.609329379665838e-6,3.729655100431608e-5,3.729653635474574e-5,1.4649570552805433e-11,0.0,0.0,0.0,0.0,1.6952077583078709e-9,1.9318527080496738e-5,0.0,0.0,0.0,0.0,0.0,1.7342328154366257e-5,3.6685268522180255e-6,5.135283756120771e-7,5.135281739052177e-7,2.0170685939635908e-13,6.257434736743096e-7,7.681550775188987e-7,3.639244803343941e-7,2.272987546419847e-6,2.2729866536219228e-6,8.927981416585781e-13,0.0,0.0,0.0,0.0,1.280945694755728e-11,1.2522358915376454e-5,0.0,0.0,0.0,0.0,0.0,1.1140992018152724e-5,3.3723975993961717e-6,2.802468982185917e-7,2.8024678814147746e-7,1.1007711429357268e-13,8.244464195540646e-8,9.202592567719281e-8,3.023811526778314e-8,1.1915498974880322e-7,1.1915494294603762e-7,4.680243566876025e-14,0.0,0.0,0.0,0.0,8.537583279411136e-13,1.2596823927951828e-5,0.0,0.0,0.0,0.0,0.0,1.1218981191828436e-5,3.3727971261005535e-6,2.8430150287584215e-7,2.843013912061354e-7,1.1166970705056115e-13,1.8072229498056896e-8,2.652851108747509e-8,1.3557158085714636e-8,7.963738721092142e-9,7.963735592774099e-9,3.128046672466428e-15,0.0,0.0,0.0,0.0,7.815196189836678e-14,1.2605656725636426e-5,0.0,0.0,0.0,0.0,0.0,1.1228080104697904e-5,3.3728136530602444e-6,2.8473749184196467e-7,2.8473738000100704e-7,1.1184095749993155e-13
4920.0,0.00047166274611074683,0.0015396851195950796,0.0012593556075886933,0.00027426961512753544,0.0002742695073982164,1.0772931998019525e-10,0.0,0.0,0.0,0.0,1.7445739410993297e-17,1.3553350309977934e-5,0.0,0.0,0.0,0.0,0.0,1.2124118542089269e-5,3.831005257544264e-6,2.9457314450008613e-7,2.9457302879581964e-7,1.1570426613486036e-13,2.3793045253505188e-6,1.1656209887111378e-5,1.0752183991433134e-5,3.733527484291005e-5,3.733526017812899e-5,1.466478074222722e-11,0.0,0.0,0.0,0.0,1.5912505815231935e-9,2.0344638955741036e-5,0.0,0.0,0.0,0.0,0.0,1.825242912422135e-5,4.186162833235437e-6,5.391451429030186e-7,5.391449311342469e-7,2.1176877208421123e-13,3.986941068548702e-7,4.870250550891007e-7,3.374656240323054e-7,2.1574142748460476e-6,2.1574134274430664e-6,8.474025554627097e-13,0.0,0.0,0.0,0.0,1.7167721328562195e-11,1.3499692284813602e-5,0.0,0.0,0.0,0.0,0.0,1.2065729512437086e-5,3.830742055734214e-6,2.926384681408634e-7,2.9263835319651123e-7,1.1494435195893545e-13,6.060232690370884e-8,6.712522466886595e-8,1.885313338246679e-8,1.1497199424296736e-7,1.1497194908316324e-7,4.515941275773976e-14,0.0,0.0,0.0,0.0,9.867822644083332e-13,1.3536742204708822e-5,0.0,0.0,0.0,0.0,0.0,1.2107969475071544e-5,3.831057348328283e-6,2.9415521229840275e-7,2.941550967582947e-7,1.155401081333832e-13,1.5693731228623442e-8,1.696563619063176e-8,2.6760520136575e-9,6.295258216106139e-9,6.295255743667619e-9,2.472690554516428e-15,0.0,0.0,0.0,0.0,9.035239877286079e-14,1.3548685299326157e-5,0.0,0.0,0.0,0.0,0.0,1.2119692273178397e-5,3.831044563389438e-6,2.944278360148614e-7,2.944277203676708e-7,1.1564719096707948e-13
5040.0,0.00044059504528836573,0.0014071455244980794,0.0011491353693921281,0.00031308308083780165,0.0003130829578630877,1.2297471369651062e-10,0.0,0.0,0.0,0.0,9.269621160174422e-18,1.6983653615061133e-5,0.0,0.0,0.0,0.0,0.0,1.4739972685511412e-5,5.4642140614364915e-6,3.2407034553124233e-7,3.240702182408831e-7,1.2729035964699804e-13,7.146541755223123e-6,1.0982973182751115e-5,8.646633420996744e-6,4.156439279778837e-5,4.156437647186682e-5,1.632591991429008e-11,0.0,0.0,0.0,0.0,1.4563885412499891e-9,2.8005548355684384e-5,0.0,0.0,0.0,0.0,0.0,2.4674155266890292e-5,5.785944747813177e-6,6.24712992935986e-7,6.247127475573432e-7,2.4537864276541095e-13,1.9325217598996705e-6,2.0245528509799044e-6,3.3311095706407473e-7,2.06944923520007e-6,2.0694484223492954e-6,8.128511017814588e-13,0.0,0.0,0.0,0.0,1.4295272805960644e-11,1.706822101147993e-5,0.0,0.0,0.0,0.0,0.0,1.4840675267542587e-5,5.463864704198774e-6,3.256189963777979e-7,3.256188684791489e-7,1.2789864832858789e-13,5.328087159394042e-7,5.444396371433886e-7,2.8734316278749867e-8,1.0312814640290584e-7,1.0312810589516735e-7,4.050731276817238e-14,0.0,0.0,0.0,0.0,1.2328615921055482e-12,1.7018367490428484e-5,0.0,0.0,0.0,0.0,0.0,1.4774956316667412e-5,5.464277174099659e-6,3.2436079017769474e-7,3.243606627732525e-7,1.2740444229607143e-13,1.7989143665008214e-7,1.825798043224694e-7,4.7339646699269306e-9,1.812650888672469e-8,1.8126501765028237e-8,7.119842549821333e-15,0.0,0.0,0.0,0.0,9.337091720196598e-14,1.7005021529971295e-5,0.0,0.0,0.0,0.0,0.0,1.476141920484571e-5,5.464100172334561e-6,3.242038990959058e-7,3.242037717530882e-7,1.2734281764419675e-13
5160.0,0.00035578476712418454,0.0013032563296198215,0.0011647777703165008,0.00023396397792898544,0.00023396388603116278,9.189782189481937e-11,0.0,0.0,0.0,0.0,1.5175808810119685e-17,1.3028708366112537e-5,0.0,0.0,0.0,0.0,0.0,1.1709545671920546e-5,3.090635011739467e-6,3.189816345641749e-7,3.189815092725905e-7,1.2529158420188335e-13,2.860070423612183e-6,8.996931190414875e-6,7.818192369866705e-6,3.3571774093491016e-5,3.35717609069625e-5,1.3186529583084893e-11,0.0,0.0,0.0,0.0,1.464741213733304e-9,1.9491285972867328e-5,0.0,0.0,0.0,0.0,0.0,1.7668631443698403e-5,3.364680986014854e-6,5.470210113152252e-7,5.470207964529211e-7,2.1486230451180437e-13,8.953837431430536e-7,2.32871678771361e-6,1.6422718067423582e-6,1.93431631312203e-6,1.9343155533487152e-6,7.597727547849562e-13,0.0,0.0,0.0,0.0,9.769458844214733e-12,1.2924279226885702e-5,0.0,0.0,0.0,0.0,0.0,1.1603087992448562e-5,3.0574549899268582e-6,3.1419589676248575e-7,3.1419577335067345e-7,1.2341181243518665e-13,5.508040551789779e-7,1.960785214889501e-6,1.4419891046680788e-6,2.3412757243405309e-7,2.341274804723671e-7,9.19620795590191e-14,0.0,0.0,0.0,0.0,1.3738175110486844e-12,1.3038479013389107e-5,0.0,0.0,0.0,0.0,0.0,1.1707092596098425e-5,3.0607826336074785e-6,3.18145132961631e-7,3.18145007998613e-7,1.2496301791588577e-13,4.64132822652983e-7,1.870578337792528e-6,1.4339069078845359e-6,1.697445396893958e-7,1.6974447301517638e-7,6.667331276389852e-14,0.0,0.0,0.0,0.0,9.185092260837224e-14,1.305526631134848e-5,0.0,0.0,0.0,0.0,0.0,1.1722653501298505e-5,3.0609939002755355e-6,3.188361430041632e-7,3.1883601776972596e-7,1.252344371248524e-13
5280.0,0.0003411713209644381,0.0014812275892759198,0.001362191681884109,0.00027119581130570703,0.000271195704783735,1.0652197225659101e-10,0.0,0.0,0.0,0.0,2.601536508016495e-17,1.1272875040268068e-5,0.0,0.0,0.0,0.0,0.0,1.0072687688206804e-5,3.023374147532534e-6,2.9767422773027954e-7,2.976741108079511e-7,1.1692232883362257e-13,2.7959496175411665e-6,7.8318522363602e-6,6.291448006178028e-6,3.35432946799815e-5,3.354328150463761e-5,1.3175343262465694e-11,0.0,0.0,0.0,0.0,1.5936986075611851e-9,1.63980053872371e-5,0.0,0.0,0.0,0.0,0.0,1.4822837434898726e-5,3.2963465973256702e-6,4.742059163031769e-7,4.7420573004163657e-7,1.8626154001846566e-13,6.775989961258465e-7,1.0650880251492087e-6,7.080879278797572e-7,1.5637468050512675e-6,1.563746190833328e-6,6.14218165767405e-13,0.0,0.0,0.0,0.0,1.027587409746494e-11,1.111153623752413e-5,0.0,0.0,0.0,0.0,0.0,9.927607997516835e-6,3.023838383106694e-6,2.904956332948385e-7,2.9049551919216246e-7,1.1410267600192233e-13,2.2176148037561863e-7,6.912316436070056e-7,4.82125080517114e-7,1.1471498625538857e-7,1.1471494119763134e-7,4.505846356707618e-14,0.0,0.0,0.0,0.0,1.3161534278983233e-12,1.124097451396576e-5,0.0,0.0,0.0,0.0,0.0,1.0039829923658412e-5,3.0256562315914884e-6,2.9625882584040254e-7,2.962587094740244e-7,1.163663785034187e-13,1.6894284878563384e-7,6.367322709078203e-7,4.7100492008538206e-7,5.5830964138934944e-8,5.583094220938274e-8,2.192963226247376e-14,0.0,0.0,0.0,0.0,9.27939196065123e-14,1.1263134058015628e-5,0.0,0.0,0.0,0.0,0.0,1.0059861430589095e-5,3.025688448612663e-6,2.973056222298069e-7,2.973055054522621e-7,1.1677754567968724e-13
5400.0,0.000376772234753396,0.0017210083382479223,0.0015836844126283088,0.00034448088795298825,0.00034448075264564875,1.3530733905063717e-10,0.0,0.0,0.0,0.0,1.1828894921441567e-17,1.0490378075263241e-5,0.0,0.0,0.0,0.0,0.0,9.255492202447262e-6,2.9910988607257405e-6,2.921541588269382e-7,2.9215404407281634e-7,1.147541219437554e-13,2.852671600172413e-6,7.9987986740441e-6,6.212939288672233e-6,3.291612102444177e-5,3.291610809544268e-5,1.2928998105386372e-11,0.0,0.0,0.0,0.0,1.6476584828767453e-9,1.2318129066849071e-5,0.0,0.0,0.0,0.0,0.0,1.1075493680752072e-5,2.992518409921852e-6,3.7263724023594444e-7,3.7263709386917907e-7,1.4636676567780937e-13,6.85880977570677e-7,9.07509671163145e-7,5.050826066872201e-7,1.5190334249296327e-6,1.5190328282748853e-6,5.966553670872892e-13,0.0,0.0,0.0,0.0,1.752793805864592e-11,1.0358680427956864e-5,0.0,0.0,0.0,0.0,0.0,9.072589053681347e-6,2.9941118095191196e-6,2.863484691559063e-7,2.8634835668217883e-7,1.1247372715782356e-13,1.7767472124162811e-7,5.32956322098373e-7,3.6909304359352684e-7,9.551572930870141e-8,9.551569179170318e-8,3.7517260382508456e-14,0.0,0.0,0.0,0.0,1.12888106632266e-12,1.0470089554452487e-5,0.0,0.0,0.0,0.0,0.0,9.214453315144372e-6,2.994311606700811e-6,2.9118458619455654e-7,2.9118447182126913e-7,1.143732871935796e-13,1.3548402794886366e-7,5.006559686682309e-7,3.7126616556433414e-7,4.310316495372232e-8,4.310314802290035e-8,1.6930328382412884e-14,0.0,0.0,0.0,0.0,1.0942697461181643e-13,1.048346047332949e-5,0.0,0.0,0.0,0.0,0.0,9.244159855653244e-6,2.994293790820723e-6,2.9183553767880125e-7,2.9183542304982906e-7,1.1462897195364724e-13
