t_seconds,error_n1_ρq_tot,increment_ρq_tot,error_n1_ρq_tag_pbl,increment_ρq_tag_pbl,error_n1_ρq_tag_free,increment_ρq_tag_free,error_n1_ρq_tag_evap,increment_ρq_tag_evap,error_n2_ρq_tot,increment_ρq_tot,error_n2_ρq_tag_pbl,increment_ρq_tag_pbl,error_n2_ρq_tag_free,increment_ρq_tag_free,error_n2_ρq_tag_evap,increment_ρq_tag_evap
660.0,3.352012371145624e-11,1.8981449030086184e-6,2.9590237461625375e-11,1.5419852666130195e-6,5.333999981259039e-12,5.57970270922871e-7,5.912265252015866e-15,1.3473181825775665e-6,3.0328374665442807e-16,1.8981449030086184e-6,2.576004484396241e-16,1.5419852666130195e-6,1.3644271412168287e-16,5.57970270922871e-7,5.513945499472522e-20,1.3473181825775665e-6
720.0,3.390491970131465e-11,1.720231341174547e-6,3.409706862755013e-11,1.5681850271659855e-6,2.3378176220116853e-12,2.0340734188531908e-7,6.9022083408539404e-15,1.5248654164497587e-6,2.320635488531716e-16,1.720231341174547e-6,1.7681963678769094e-16,1.5681850271659855e-6,9.124172733374319e-17,2.0340734188531908e-7,2.4019007266599016e-20,1.5248654164497587e-6
780.0,4.377886787955203e-11,2.360027475690398e-6,3.8499401559164426e-11,1.924194551180416e-6,7.1550513145672975e-12,6.60800453924339e-7,1.0476638763694711e-14,1.7072723812733992e-6,1.6903977124513975e-16,2.360027475690398e-6,8.354248217561659e-17,1.924194551180416e-6,1.6424260014836502e-16,6.60800453924339e-7,4.2723257402512294e-20,1.7072723812733992e-6
840.0,4.2641164551493044e-11,2.0711471235539434e-6,4.24878120420994e-11,1.9157281317641315e-6,1.1692519483144099e-12,1.8582653132312296e-7,1.3657111797796208e-14,1.8942401626736976e-6,1.426173196093707e-16,2.0711471235539434e-6,1.0165578544028594e-16,1.9157281317641315e-6,5.994314524864755e-17,1.8582653132312296e-7,2.215829293016793e-20,1.8942401626736976e-6
900.0,5.3177978137223706e-11,2.601012811233035e-6,4.902535298615749e-11,2.2269085959835558e-6,5.300464604435899e-12,5.245033415806817e-7,1.9132934445655033e-14,2.0855083489284044e-6,2.574872162952298e-16,2.601012811233035e-6,1.6264472770267575e-16,2.2269085959835558e-6,1.472064382384761e-16,5.245033415806817e-7,1.2722610810544768e-19,2.0855083489284044e-6
960.0,5.850120579804033e-11,2.5765395632297364e-6,5.7005105251348106e-11,2.32278283454696e-6,2.2081637453280317e-12,3.0502026111868214e-7,2.6555971348831268e-14,2.2808474680304865e-6,8.162572756652362e-16,2.5765395632297364e-6,7.232182024577342e-16,2.32278283454696e-6,1.1054243182811649e-16,3.0502026111868214e-7,8.577956966393533e-19,2.2808474680304865e-6
1020.0,7.017811810551999e-11,2.8159435239998174e-6,6.755742948244664e-11,2.5281044346963566e-6,2.9541597060458573e-12,3.454861809509445e-7,3.822012864592511e-14,2.480053319476799e-6,2.968561906589105e-15,2.8159435239998174e-6,2.932738306108218e-15,2.5281044346963566e-6,1.0918154104945445e-16,3.454861809509445e-7,2.706026813220596e-18,2.480053319476799e-6
1080.0,8.161075901603492e-11,3.0685712491831835e-6,7.87467071198339e-11,2.734411902525608e-6,3.765694611670374e-12,3.9548556734878785e-7,5.104680546165844e-14,2.6829426358609924e-6,5.5668205698057555e-15,3.0685712491831835e-6,5.507536926888605e-15,2.734411902525608e-6,8.792837267210078e-17,3.9548556734878785e-7,5.298109719841256e-18,2.6829426358609924e-6
1140.0,8.756511787408845e-11,3.1283525350781535e-6,8.593735026743986e-11,2.902271358547714e-6,2.1609000085321594e-12,2.496606194840028e-7,5.5706959546532764e-14,2.8893497015427577e-6,5.053041088945635e-15,3.1283525350781535e-6,5.027945163301974e-15,2.902271358547714e-6,9.198849275586626e-17,2.496606194840028e-7,6.023761740446621e-18,2.8893497015427577e-6
1200.0,8.879977391008229e-11,3.479003781447007e-6,8.578224503139597e-11,3.130491215066761e-6,4.107092998389888e-12,3.904832943689031e-7,6.024688085523292e-14,3.099123675290177e-6,9.134479800853424e-16,3.479003781447007e-6,8.787544615645454e-16,3.130491215066761e-6,1.336399615085572e-16,3.904832943689031e-7,3.87530715859156e-18,3.099123675290177e-6
1260.0,8.438833210512189e-11,3.5432897861012992e-6,8.307043470346454e-11,3.315056803355818e-6,2.5277799946651257e-12,2.4450505301085225e-7,6.854023111528894e-14,3.3121264406727367e-6,1.6496493131693777e-15,3.5432897861012992e-6,1.5864214354606356e-15,3.315056803355818e-6,1.2395067221557645e-16,2.4450505301085225e-7,1.3079510251435852e-18,3.3121264406727367e-6
1320.0,8.748512198622262e-11,3.8391039239677675e-6,8.46300794502102e-11,3.5386159060192173e-6,3.334602422667305e-12,3.2343778093642244e-7,8.587615474709886e-14,3.5282308587916885e-6,1.943930211325236e-15,3.8391039239677675e-6,1.9194852370759837e-15,3.5386159060192173e-6,1.4708743010938686e-16,3.2343778093642244e-7,4.347511427149284e-18,3.5282308587916885e-6
1380.0,9.309758414701499e-11,3.999564961266949e-6,9.122386993090396e-11,3.7493445871810998e-6,2.87314455040031e-12,2.6744174477691725e-7,1.0555740486303829e-13,3.747319332346901e-6,2.2356122800500197e-15,3.999564961266949e-6,2.2155068149463328e-15,3.7493445871810998e-6,1.523091764709728e-16,2.6744174477691725e-7,5.454501796027121e-18,3.747319332346901e-6
1440.0,9.988813216773712e-11,4.207896080308138e-6,9.754917111941755e-11,3.970118098417359e-6,2.6323123628995006e-12,2.605121876133149e-7,1.1784147087199486e-13,3.96928261385917e-6,2.6319054588595515e-15,4.207896080308138e-6,2.599886717967192e-15,3.970118098417359e-6,1.7126540325360963e-16,2.605121876133149e-7,8.535615598060219e-19,3.96928261385917e-6
1500.0,1.088274073420873e-10,4.448396831687765e-6,1.0629757750536791e-10,4.1940396965013495e-6,3.0085795560156195e-12,2.7907240394099416e-7,1.4276070081552798e-13,4.194018807677892e-6,2.986495896953304e-15,4.448396831687765e-6,2.9652511121710304e-15,4.1940396965013495e-6,1.9523492688346903e-16,2.7907240394099416e-7,1.453427728838231e-18,4.194018807677892e-6
1560.0,1.2190904925498588e-10,4.616745707185702e-6,1.1974210007934535e-10,4.421025016030762e-6,2.353911829285877e-12,2.3528845145552347e-7,1.7568217665075837e-13,4.421432527477073e-6,2.428157427339703e-15,4.616745707185702e-6,2.3988330065540448e-15,4.421025016030762e-6,1.5486287492782612e-16,2.3528845145552347e-7,1.812582037794327e-18,4.421432527477073e-6
1620.0,1.40981513039715e-10,4.8791328690962705e-6,1.3845796127830451e-10,4.651061002021088e-6,3.0264407873084405e-12,2.68086883313758e-7,2.1885852693412096e-13,4.651434179751088e-6,2.639813464334236e-15,4.8791328690962705e-6,2.6059671688570748e-15,4.651061002021088e-6,1.8007811932530058e-16,2.68086883313758e-7,1.6729268464877808e-17,4.651434179751088e-6
1680.0,1.6240266522357282e-10,5.0616250066036205e-6,1.602147811146589e-10,4.883358356657113e-6,2.477403518778943e-12,2.5134536388818684e-7,2.710454398386241e-13,4.8839393503404545e-6,1.2853448418326729e-14,5.0616250066036205e-6,1.2817225550165368e-14,4.883358356657113e-6,1.8038363352146337e-16,2.5134536388818684e-7,4.838932905928766e-17,4.8839393503404545e-6
1740.0,1.8332428363655913e-10,5.3066766181270135e-6,1.809481163770804e-10,5.118252548672957e-6,2.8364957900271356e-12,2.7077582334663233e-7,3.1913235197613975e-13,5.118868275905907e-6,2.3362833184424297e-14,5.3066766181270135e-6,2.3326142164587416e-14,5.118252548672957e-6,1.2493193341519095e-16,2.7077582334663233e-7,8.447279359696028e-17,5.118868275905907e-6
1800.0,1.9238896575791317e-10,5.524039783598512e-6,1.9009415155528788e-10,5.355487857566617e-6,2.6961071547094602e-12,2.759466720137573e-7,3.5016528845421914e-13,5.356145385978622e-6,2.1195678292459827e-14,5.524039783598512e-6,2.1150899705028003e-14,5.355487857566617e-6,1.1943423960125731e-16,2.759466720137573e-7,9.265049552658528e-17,5.356145385978622e-6
1860.0,1.8506828632684172e-10,5.747981600131922e-6,1.827779903794726e-10,5.595009010784183e-6,2.6141768477270404e-12,2.8347118335676793e-7,3.4483430927011817e-13,5.595698904059803e-6,5.104897266539711e-15,5.747981600131922e-6,5.104745366596842e-15,5.595009010784183e-6,1.5633935923400877e-16,2.8347118335676793e-7,6.506907683089499e-17,5.595698904059803e-6
1920.0,1.7228491209180856e-10,5.990418372879101e-6,1.6989574597315232e-10,5.83674059053643e-6,2.735420863111478e-12,2.9891180965865575e-7,3.806691864514741e-13,5.837460498449436e-6,5.448849711969778e-15,5.990418372879101e-6,5.4209533494862615e-15,5.83674059053643e-6,2.0851478883986076e-16,2.9891180965865575e-7,4.512721272985604e-17,5.837460498449436e-6
1980.0,1.68854193891327e-10,6.2096180275052036e-6,1.666006098112572e-10,6.080614612763199e-6,2.4890012481586244e-12,3.02873480740066e-7,4.600347650863057e-13,6.081364975208433e-6,6.6552153700917115e-15,6.2096180275052036e-6,6.641953358563161e-15,6.080614612763199e-6,2.7766947032945802e-16,3.02873480740066e-7,5.657237335223517e-17,6.081364975208433e-6
2040.0,1.7819923873861573e-10,6.457870252648476e-6,1.7583961028936898e-10,6.326569272595834e-6,2.689611654283716e-12,3.1981566060446616e-7,5.182003481803895e-13,6.327350007021999e-6,7.383275737170788e-15,6.457870252648476e-6,7.351647627201986e-15,6.326569272595834e-6,2.962213712286789e-16,3.1981566060446616e-7,6.213568862712949e-17,6.327350007021999e-6
2100.0,1.8759132035659576e-10,6.6864520290658685e-6,1.8532220800308318e-10,6.574544531425812e-6,2.548730578389174e-12,3.2708482439412117e-7,5.837497662076377e-13,6.5753558928141014e-6,8.093710248590008e-15,6.6864520290658685e-6,8.111777009410077e-15,6.574544531425812e-6,2.661535280159438e-16,3.2708482439412117e-7,6.945919233028673e-17,6.5753558928141014e-6
2160.0,1.9934987075543777e-10,6.9309990780088325e-6,1.9703986766225055e-10,6.824483136439186e-6,2.645067479448269e-12,3.411227044203472e-7,6.28107789279865e-13,6.825325343832874e-6,8.844833205240451e-15,6.9309990780088325e-6,8.823335211274267e-15,6.824483136439186e-6,2.7608824510539146e-16,3.411227044203472e-7,1.1209032635854566e-17,6.825325343832874e-6
2220.0,2.1667174700212042e-10,7.172015346325681e-6,2.1439312729174805e-10,7.076330004248033e-6,2.6550797574918123e-12,3.534697651125057e-7,7.226574486065291e-13,7.077203292627298e-6,8.575232941343452e-15,7.172015346325681e-6,8.526039996212796e-15,7.076330004248033e-6,2.711849301924139e-16,3.534697651125057e-7,3.3828570383407143e-18,7.077203292627298e-6
2280.0,2.40994749389067e-10,7.413369605822879e-6,2.3876417846733754e-10,7.330032124097273e-6,2.6699809476853863e-12,3.704438235462994e-7,8.328450164485206e-13,7.330936721907473e-6,1.939423254892014e-15,7.413369605822879e-6,1.9031676400659422e-15,7.330032124097273e-6,2.2854995030884234e-16,3.704438235462994e-7,5.714815061180702e-17,7.330936721907473e-6
2340.0,2.7076072881797767e-10,7.663311210696534e-6,2.6853566107818716e-10,7.585538380954755e-6,2.7942991203652523e-12,3.8963564225109366e-7,9.563006264506278e-13,7.586474510743394e-6,1.8312272710874035e-14,7.663311210696534e-6,1.8265302435837844e-14,7.585538380954755e-6,2.7965065392330623e-16,3.8963564225109366e-7,2.036931875122417e-16,7.586474510743394e-6
2400.0,3.0161036846810653e-10,7.907667663971425e-6,2.9945344956163925e-10,7.842799417588293e-6,2.807854724394972e-12,4.081425228072119e-7,1.0824247481121837e-12,7.843767295945972e-6,4.530834419059766e-14,7.907667663971425e-6,4.526353706689259e-14,7.842799417588293e-6,1.5423760579407484e-16,4.081425228072119e-7,4.098174587460839e-16,7.843767295945972e-6
2460.0,3.2443419381779725e-10,8.161453038372062e-6,3.222584501312531e-10,8.101767509253784e-6,2.9322674252370673e-12,4.2861498771964105e-7,1.1585835825906826e-12,8.102767346786872e-6,5.895932574483454e-14,8.161453038372062e-6,5.893187706265664e-14,8.101767509253784e-6,1.5579259946655612e-16,4.2861498771964105e-7,5.559878822208655e-16,8.102767346786872e-6
2520.0,3.266380947288931e-10,8.412852729443833e-6,3.244566169611306e-10,8.362396449784897e-6,2.9109678458863606e-12,4.4966120413473106e-7,1.1557095389986876e-12,8.363428451479317e-6,3.6421566099097634e-14,8.412852729443833e-6,3.643082699757996e-14,8.362396449784897e-6,2.307739147211973e-16,4.4966120413473106e-7,5.130911553886687e-16,8.363428451479317e-6
2580.0,3.1213952812693294e-10,8.669772806342536e-6,3.0992599857800596e-10,8.624641448742957e-6,2.873018253155663e-12,4.722761163245019e-7,1.22943093484357e-12,8.625705814063831e-6,1.418020265748368e-15,8.669772806342536e-6,1.4130393787619478e-15,8.624641448742957e-6,3.1122063065865807e-16,4.722761163245019e-7,3.5901598576857904e-16,8.625705814063831e-6
2640.0,2.987822031567743e-10,8.929242452695984e-6,2.965599615002625e-10,8.88845903754186e-6,2.8345794230620074e-12,4.96672445225812e-7,1.3642462910675006e-12,8.889555960526049e-6,1.5493776746343998e-14,8.929242452695984e-6,1.5470673998685118e-14,8.88845903754186e-6,3.999891276655371e-16,4.96672445225812e-7,9.385915592322494e-17,8.889555960526049e-6
2700.0,3.0332599003380124e-10,9.189548540774841e-6,3.0116018275293674e-10,9.153806983610002e-6,2.803635105174972e-12,5.216830237361604e-7,1.7252761837999615e-12,9.154936653130932e-6,1.7055341303383388e-14,9.189548540774841e-6,1.7069185817787875e-14,9.153806983610002e-6,3.9390634584328757e-16,5.216830237361604e-7,3.558121904791645e-16,9.154936653130932e-6
2760.0,3.1765100030534994e-10,9.452615851628036e-6,3.154893070471061e-10,9.420644212228518e-6,2.8702059821421414e-12,5.46498507309384e-7,1.8932974139954922e-12,9.421806812090012e-6,1.866994788414301e-14,9.452615851628036e-6,1.8669851909151275e-14,9.420644212228518e-6,3.854222520853517e-16,5.46498507309384e-7,3.756359933652389e-16,9.421806812090012e-6
2820.0,3.3248671016914725e-10,9.71592785532793e-6,3.303562023962001e-10,9.688930734734812e-6,2.9034409387987937e-12,5.723155504190927e-7,2.075686386649439e-12,9.690126443790892e-6,2.0256502851271938e-14,9.71592785532793e-6,2.025856615699713e-14,9.688930734734812e-6,3.6273595690080294e-16,5.723155504190927e-7,4.03732525495161e-16,9.690126443790892e-6
2880.0,3.497658913568523e-10,9.981991796095134e-6,3.476702812292857e-10,9.958627582637297e-6,2.990491903763333e-12,5.980331936911836e-7,2.180242368281326e-12,9.959856574913539e-6,2.170320397025169e-14,9.981991796095134e-6,2.1667959659473728e-14,9.958627582637297e-6,3.928925797543222e-16,5.980331936911836e-7,6.068138969439769e-17,9.959856574913539e-6
2940.0,3.7285907952444676e-10,1.02492052093788e-5,3.7084531252050443e-10,1.0229696746966916e-5,3.0721231337088215e-12,6.249267909933794e-7,2.40030507515567e-12,1.0230959191841148e-5,2.1018338339485424e-14,1.02492052093788e-5,2.0960181313106932e-14,1.0229696746966916e-5,3.7091752754767103e-16,6.249267909933794e-7,2.3316647350625566e-17,1.0230959191841148e-5
3000.0,4.032273064018436e-10,1.0518554857472012e-5,4.013221309352538e-10,1.0502101122604079e-5,3.2044094385236026e-12,6.523893314662487e-7,2.6111980021550968e-12,1.050339718484348e-5,9.555405491862499e-15,1.0518554857472012e-5,9.51093792954789e-15,1.0502101122604079e-5,3.8785556598457647e-16,6.523893314662487e-7,2.0468433308983866e-16,1.050339718484348e-5
3060.0,4.399935720136813e-10,1.0789898544969646e-5,4.382230459516298e-10,1.0775804456654697e-5,3.376091401172197e-12,6.80936071008566e-7,2.7876009594012866e-12,1.077713429657234e-5,2.7437867983143708e-14,1.0789898544969646e-5,2.745199650688174e-14,1.0775804456654697e-5,3.449411711075294e-16,6.80936071008566e-7,7.65218784951546e-16,1.077713429657234e-5
3120.0,4.807054517468953e-10,1.1062215161586107e-5,4.79065059516113e-10,1.1050771300946029e-5,3.5767835680524948e-12,7.103821033588557e-7,2.9422912159579703e-12,1.1052135074459312e-5,8.321816298047952e-14,1.1062215161586107e-5,8.322594269969098e-14,1.1050771300946029e-5,2.301434310408645e-16,7.103821033588557e-7,1.6232730356330558e-15,1.1052135074459312e-5
3180.0,5.190949086691027e-10,1.133652031989775e-5,5.175479645392623e-10,1.1326966967892889e-5,3.7966737981451396e-12,7.399269812564676e-7,3.036694156691921e-12,1.1328364826656107e-5,1.3429256299261805e-13,1.133652031989775e-5,1.342688360463928e-13,1.1326966967892889e-5,1.6157394343870154e-16,7.399269812564676e-7,2.480242201486401e-15,1.1328364826656107e-5
3240.0,5.412085273247204e-10,1.1611956720264163e-5,5.396876142378983e-10,1.1604357489703561e-5,3.93320776916134e-12,7.702310135793398e-7,2.9933918776878615e-12,1.160578958119412e-5,1.3019247041822002e-13,1.1611956720264163e-5,1.3020685473969127e-13,1.1604357489703561e-5,1.9078032767429946e-16,7.702310135793398e-7,2.8150580508869743e-15,1.160578958119412e-5
3300.0,5.410827429046834e-10,1.1889458733423354e-5,5.395108677056963e-10,1.1882909580536677e-5,3.92861085422923e-12,8.009357633937844e-7,3.1219479532539578e-12,1.188437604807296e-5,5.838931534649623e-14,1.1889458733423354e-5,5.846485920127696e-14,1.1882909580536677e-5,3.416748267744596e-16,8.009357633937844e-7,2.416810582486467e-15,1.188437604807296e-5
3360.0,5.311808264346787e-10,1.2168386781439517e-5,5.29564011430728e-10,1.2162590601101571e-5,3.830676198839256e-12,8.322377584829932e-7,3.80121081219165e-12,1.2164091584027962e-5,1.454185089173131e-14,1.2168386781439517e-5,1.442688069685247e-14,1.2162590601101571e-5,4.875774166093153e-16,8.322377584829932e-7,1.7198163152604265e-15,1.2164091584027962e-5
3420.0,5.267638538749643e-10,1.2448530863674133e-5,5.25147418137852e-10,1.2443368526071478e-5,3.799709453240313e-12,8.639732037254913e-7,4.4712500163035186e-12,1.2444904159737635e-5,3.8078063594236224e-14,1.2448530863674133e-5,3.799366853122996e-14,1.2443368526071478e-5,5.162299471765273e-16,8.639732037254913e-7,3.906462152463338e-16,1.2444904159737635e-5
3480.0,5.415224182664234e-10,1.2729858107125582e-5,5.399934867466651e-10,1.272521191337747e-5,3.856089276198952e-12,8.959984260200406e-7,5.5467067415253965e-12,1.2726782329271165e-5,4.2383949334735474e-14,1.2729858107125582e-5,4.2412340347327846e-14,1.272521191337747e-5,5.098938760332691e-16,8.959984260200406e-7,1.750835559151078e-15,1.2726782329271165e-5
3540.0,5.664877254874512e-10,1.301236831615178e-5,5.650020388819927e-10,1.3008089875774305e-5,4.0159166794432574e-12,9.286892132853781e-7,6.006606311154442e-12,1.3009695201588032e-5,4.667255120912732e-14,1.301236831615178e-5,4.668916983767395e-14,1.3008089875774305e-5,5.896271520011253e-16,9.286892132853781e-7,1.802966193637457e-15,1.3009695201588032e-5
3600.0,5.927854565671153e-10,1.32960669955759e-5,5.913383412557458e-10,1.3291972054237665e-5,4.192627044289381e-12,9.614993851622435e-7,6.455645847227051e-12,1.3293612413919945e-5,4.9581656829123994e-14,1.32960669955759e-5,4.958672883696623e-14,1.3291972054237665e-5,5.374136853219857e-16,9.614993851622435e-7,1.7346310655200395e-15,1.3293612413919945e-5
3660.0,6.223802738349713e-10,1.3580752873239436e-5,6.209821443362927e-10,1.3576828593137652e-5,4.404364667788561e-12,9.943881646429664e-7,6.769434387017978e-12,1.3578504106887748e-5,5.0970077237362985e-14,1.3580752873239436e-5,5.0894892082186465e-14,1.3576828593137652e-5,5.02129257354687e-16,9.943881646429664e-7,1.5790829294771988e-16,1.3578504106887748e-5
3720.0,6.59783005389473e-10,1.3866416576887327e-5,6.584648764471341e-10,1.3862630116739763e-5,4.691022465666076e-12,1.0265505958423735e-6,7.2522925194437125e-12,1.3864340901213782e-5,4.619219294844834e-14,1.3866416576887327e-5,4.6129275156971865e-14,1.3862630116739763e-5,4.978871840059394e-16,1.0265505958423735e-6,9.25372921262188e-17,1.3864340901213782e-5
3780.0,7.049030531782348e-10,1.4152977482506755e-5,7.036925957973339e-10,1.4149347707670654e-5,5.067286228669336e-12,1.059386623012522e-6,7.565840607382656e-12,1.4151093875906344e-5,1.4914529930171915e-14,1.4152977482506755e-5,1.479508266864018e-14,1.4149347707670654e-5,4.3224731867053307e-16,1.059386623012522e-6,1.133249220857091e-15,1.4151093875906344e-5
3840.0,7.580524508376166e-10,1.4440432971104239e-5,7.569535116813851e-10,1.4436952886290733e-5,5.55721809159605e-12,1.092318522669171e-6,7.595729104190865e-12,1.443873454780384e-5,7.512036238331744e-14,1.4440432971104239e-5,7.519742614113962e-14,1.4436952886290733e-5,3.46092685929542e-16,1.092318522669171e-6,3.482020798188572e-15,1.443873454780384e-5
3900.0,8.195890078671839e-10,1.4728760420209714e-5,8.186385956317849e-10,1.4725417591484574e-5,6.136060814739368e-12,1.1254990556702226e-6,7.381594570730417e-12,1.4727234852377454e-5,2.1773416442367688e-13,1.4728760420209714e-5,2.1770913157900303e-13,1.4725417591484574e-5,2.0504978881088023e-16,1.1254990556702226e-6,7.121056900696002e-15,1.4727234852377454e-5
3960.0,8.863618299723386e-10,1.5017933146505708e-5,8.855160468964895e-10,1.5014714162757092e-5,6.735815470011044e-12,1.1590810007956002e-6,6.978090734118701e-12,1.5016567125696043e-5,3.8378690780870267e-13,1.5017933146505708e-5,3.838005306399918e-13,1.5014714162757092e-5,1.8870369405520754e-16,1.1590810007956002e-6,1.1260128248996581e-14,1.5016567125696043e-5
4020.0,9.484482561880267e-10,1.5307918538975923e-5,9.47623416564808e-10,1.5304815323212313e-5,7.301546055262351e-12,1.1925555822884611e-6,6.3072274486510244e-12,1.530670408747332e-5,5.055880024953383e-13,1.5307918538975923e-5,5.05596009612426e-13,1.5304815323212313e-5,2.9368816038123733e-16,1.1925555822884611e-6,1.4697885371277144e-14,1.530670408747332e-5
4080.0,9.8741832588673e-10,1.5598673318027854e-5,9.865299115443296e-10,1.5595694163557272e-5,7.66315742753609e-12,1.2262223594379682e-6,5.5421935290957855e-12,1.5597618825114537e-5,4.865486813570593e-13,1.5598673318027854e-5,4.866040854903497e-13,1.5595694163557272e-5,3.501856814795728e-16,1.2262223594379682e-6,1.605337277230666e-14,1.5597618825114537e-5
4140.0,1.0015177443254308e-9,1.5890185487877267e-5,1.0005788010626304e-9,1.5887324127137398e-5,7.692207785523476e-12,1.2595981214088836e-6,5.935495348782691e-12,1.5889284778695285e-5,3.0670723021053187e-13,1.5890185487877267e-5,3.068474510382727e-13,1.5887324127137398e-5,3.3146940324902535e-16,1.2595981214088836e-6,1.4957219280404196e-14,1.5889284778695285e-5
4200.0,1.0077959979626535e-9,1.6182467198941113e-5,1.0067865355750923e-9,1.6179678995798e-5,7.48877749435276e-12,1.2931001301508144e-6,8.444423146199263e-12,1.618167572680627e-5,8.662016271054653e-14,1.6182467198941113e-5,8.687992010415282e-14,1.6179678995798e-5,4.8816480748845655e-16,1.2931001301508144e-6,1.2175347705957526e-14,1.618167572680627e-5
4260.0,1.0216422960294314e-9,1.6475469965176527e-5,1.0206048151897668e-9,1.64727328764597e-5,7.309615202164275e-12,1.3270414769787039e-6,1.2370329635542319e-11,1.647476577320467e-5,6.370028437356746e-14,1.6475469965176527e-5,6.334526957540441e-14,1.64727328764597e-5,5.682790365243404e-16,1.3270414769787039e-6,8.50137526287282e-15,1.647476577320467e-5
4320.0,1.0469020386017643e-9,1.6769159533319685e-5,1.0458850127577415e-9,1.6766460188637822e-5,7.330645437293263e-12,1.3616384643296025e-6,1.579875437101025e-11,1.6768529334216148e-5,1.1376246646120995e-13,1.6769159533319685e-5,1.1348329228753302e-13,1.6766460188637822e-5,5.921625598402739e-16,1.3616384643296025e-6,5.13926138292923e-15,1.6768529334216148e-5
